+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;
+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_iord_bl_s0_unnamed_projection3_projection2_aunroll_x|theiord|GEN_STALL_VALID.hld_iord_stall_valid_inst|acl_reset_handler_inst                                                                                                                                                                                                                                                                                                                                                                                                  ; 2     ; 1              ; 1            ; 1              ; 3      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_iord_bl_s0_unnamed_projection3_projection2_aunroll_x|theiord|GEN_STALL_VALID.hld_iord_stall_valid_inst                                                                                                                                                                                                                                                                                                                                                                                                                         ; 392   ; 2              ; 0            ; 2              ; 392    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_iord_bl_s0_unnamed_projection3_projection2_aunroll_x|theiord                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ; 425   ; 37             ; 0            ; 37             ; 388    ; 37              ; 37            ; 37              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_iord_bl_s0_unnamed_projection3_projection2_aunroll_x                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ; 390   ; 0              ; 1            ; 0              ; 340    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_projections_c1_enter_projection4_aunroll_x|thei_llvm_fpga_sfc_exit_s_c1_out_wt_entry_projections_c1_exit_projection1_aunroll_x|thei_llvm_fpga_sfc_exit_s_c1_out_wt_entry_projections_c1_exit_projection1|acl_reset_handler_inst                                                                                                                                                                                                                                                                           ; 2     ; 1              ; 1            ; 1              ; 3      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_projections_c1_enter_projection4_aunroll_x|thei_llvm_fpga_sfc_exit_s_c1_out_wt_entry_projections_c1_exit_projection1_aunroll_x|thei_llvm_fpga_sfc_exit_s_c1_out_wt_entry_projections_c1_exit_projection1                                                                                                                                                                                                                                                                                                  ; 423   ; 81             ; 0            ; 81             ; 420    ; 81              ; 81            ; 81              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_projections_c1_enter_projection4_aunroll_x|thei_llvm_fpga_sfc_exit_s_c1_out_wt_entry_projections_c1_exit_projection1_aunroll_x                                                                                                                                                                                                                                                                                                                                                                            ; 342   ; 0              ; 0            ; 0              ; 341    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_projections_c1_enter_projection4_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_projections_c1_enter_projection0_aunroll_x|i_mul_i_projection18_im0_cma_delay                                                                                                                                                                                                                                                                                                                                                  ; 39    ; 0              ; 3            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_projections_c1_enter_projection4_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_projections_c1_enter_projection0_aunroll_x|i_mul_i_projection18_im8_cma_delay                                                                                                                                                                                                                                                                                                                                                  ; 31    ; 0              ; 3            ; 0              ; 28     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_projections_c1_enter_projection4_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_projections_c1_enter_projection0_aunroll_x|i_mul_i_projection18_ma3_cma_delay                                                                                                                                                                                                                                                                                                                                                  ; 36    ; 0              ; 3            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_projections_c1_enter_projection4_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_projections_c1_enter_projection0_aunroll_x|redist6_sync_together52_aunroll_x_in_c1_eni1_2_tpl_6_mem_dmem|auto_generated|altsyncram1                                                                                                                                                                                                                                                                                            ; 41    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_projections_c1_enter_projection4_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_projections_c1_enter_projection0_aunroll_x|redist6_sync_together52_aunroll_x_in_c1_eni1_2_tpl_6_mem_dmem|auto_generated                                                                                                                                                                                                                                                                                                        ; 41    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_projections_c1_enter_projection4_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_projections_c1_enter_projection0_aunroll_x|redist7_sync_together52_aunroll_x_in_c1_eni1_3_tpl_6_mem_dmem|auto_generated|altsyncram1                                                                                                                                                                                                                                                                                            ; 41    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_projections_c1_enter_projection4_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_projections_c1_enter_projection0_aunroll_x|redist7_sync_together52_aunroll_x_in_c1_eni1_3_tpl_6_mem_dmem|auto_generated                                                                                                                                                                                                                                                                                                        ; 41    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_projections_c1_enter_projection4_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_projections_c1_enter_projection0_aunroll_x|redist8_sync_together52_aunroll_x_in_c1_eni1_4_tpl_6_mem_dmem|auto_generated|altsyncram1                                                                                                                                                                                                                                                                                            ; 41    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_projections_c1_enter_projection4_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_projections_c1_enter_projection0_aunroll_x|redist8_sync_together52_aunroll_x_in_c1_eni1_4_tpl_6_mem_dmem|auto_generated                                                                                                                                                                                                                                                                                                        ; 41    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_projections_c1_enter_projection4_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_projections_c1_enter_projection0_aunroll_x|redist9_sync_together52_aunroll_x_in_c1_eni1_5_tpl_6_mem_dmem|auto_generated|altsyncram1                                                                                                                                                                                                                                                                                            ; 41    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_projections_c1_enter_projection4_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_projections_c1_enter_projection0_aunroll_x|redist9_sync_together52_aunroll_x_in_c1_eni1_5_tpl_6_mem_dmem|auto_generated                                                                                                                                                                                                                                                                                                        ; 41    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_projections_c1_enter_projection4_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_projections_c1_enter_projection0_aunroll_x|redist15_sync_together52_aunroll_x_in_c1_eni1_11_tpl_6_mem_dmem|auto_generated|altsyncram1                                                                                                                                                                                                                                                                                          ; 41    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_projections_c1_enter_projection4_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_projections_c1_enter_projection0_aunroll_x|redist15_sync_together52_aunroll_x_in_c1_eni1_11_tpl_6_mem_dmem|auto_generated                                                                                                                                                                                                                                                                                                      ; 41    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_projections_c1_enter_projection4_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_projections_c1_enter_projection0_aunroll_x|redist16_sync_together52_aunroll_x_in_c1_eni1_12_tpl_6_mem_dmem|auto_generated|altsyncram1                                                                                                                                                                                                                                                                                          ; 41    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_projections_c1_enter_projection4_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_projections_c1_enter_projection0_aunroll_x|redist16_sync_together52_aunroll_x_in_c1_eni1_12_tpl_6_mem_dmem|auto_generated                                                                                                                                                                                                                                                                                                      ; 41    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_projections_c1_enter_projection4_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_projections_c1_enter_projection0_aunroll_x|redist17_sync_together52_aunroll_x_in_c1_eni1_13_tpl_6_mem_dmem|auto_generated|altsyncram1                                                                                                                                                                                                                                                                                          ; 41    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_projections_c1_enter_projection4_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_projections_c1_enter_projection0_aunroll_x|redist17_sync_together52_aunroll_x_in_c1_eni1_13_tpl_6_mem_dmem|auto_generated                                                                                                                                                                                                                                                                                                      ; 41    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_projections_c1_enter_projection4_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_projections_c1_enter_projection0_aunroll_x|redist18_sync_together52_aunroll_x_in_c1_eni1_14_tpl_6_mem_dmem|auto_generated|altsyncram1                                                                                                                                                                                                                                                                                          ; 41    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_projections_c1_enter_projection4_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_projections_c1_enter_projection0_aunroll_x|redist18_sync_together52_aunroll_x_in_c1_eni1_14_tpl_6_mem_dmem|auto_generated                                                                                                                                                                                                                                                                                                      ; 41    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_projections_c1_enter_projection4_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_projections_c1_enter_projection0_aunroll_x|redist19_sync_together52_aunroll_x_in_c1_eni1_15_tpl_6_mem_dmem|auto_generated|altsyncram1                                                                                                                                                                                                                                                                                          ; 41    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_projections_c1_enter_projection4_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_projections_c1_enter_projection0_aunroll_x|redist19_sync_together52_aunroll_x_in_c1_eni1_15_tpl_6_mem_dmem|auto_generated                                                                                                                                                                                                                                                                                                      ; 41    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_projections_c1_enter_projection4_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_projections_c1_enter_projection0_aunroll_x|redist20_sync_together52_aunroll_x_in_i_valid_6                                                                                                                                                                                                                                                                                                                                     ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_projections_c1_enter_projection4_aunroll_x|thei_sfc_logic_s_c1_in_wt_entry_projections_c1_enter_projection0_aunroll_x                                                                                                                                                                                                                                                                                                                                                                                     ; 341   ; 1              ; 1            ; 1              ; 338    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c1_in_wt_entry_projections_c1_enter_projection4_aunroll_x                                                                                                                                                                                                                                                                                                                                                                                                                                                                ; 341   ; 0              ; 0            ; 0              ; 338    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_iowr_bl_s1_or_4_projection6_aunroll_x|theiowr|GEN_STALL_VALID.hld_iowr_stall_valid_inst|acl_reset_handler_inst                                                                                                                                                                                                                                                                                                                                                                                                                 ; 2     ; 1              ; 1            ; 1              ; 3      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_iowr_bl_s1_or_4_projection6_aunroll_x|theiowr|GEN_STALL_VALID.hld_iowr_stall_valid_inst                                                                                                                                                                                                                                                                                                                                                                                                                                        ; 392   ; 1              ; 0            ; 1              ; 390    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_iowr_bl_s1_or_4_projection6_aunroll_x|theiowr                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ; 456   ; 51             ; 63           ; 51             ; 388    ; 51              ; 51            ; 51              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_iowr_bl_s1_or_4_projection6_aunroll_x                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ; 341   ; 0              ; 0            ; 0              ; 388    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_iowr_bl_return_projection_unnamed_projection4_projection7|theiowr|GEN_STALL_VALID.hld_iowr_stall_valid_inst|acl_reset_handler_inst                                                                                                                                                                                                                                                                                                                                                                                             ; 2     ; 1              ; 1            ; 1              ; 3      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_iowr_bl_return_projection_unnamed_projection4_projection7|theiowr|GEN_STALL_VALID.hld_iowr_stall_valid_inst                                                                                                                                                                                                                                                                                                                                                                                                                    ; 9     ; 1              ; 0            ; 1              ; 7      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_iowr_bl_return_projection_unnamed_projection4_projection7|theiowr                                                                                                                                                                                                                                                                                                                                                                                                                                                              ; 73    ; 3              ; 63           ; 3              ; 5      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_iowr_bl_return_projection_unnamed_projection4_projection7                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ; 7     ; 1              ; 1            ; 1              ; 4      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c0_in_wt_entry_projections_c0_enter1_projection0_aunroll_x|thei_llvm_fpga_sfc_exit_s_c0_out_wt_entry_projections_c0_exit_projection1_aunroll_x|thei_llvm_fpga_sfc_exit_s_c0_out_wt_entry_projections_c0_exit_projection1|acl_reset_handler_inst                                                                                                                                                                                                                                                                          ; 2     ; 1              ; 1            ; 1              ; 3      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c0_in_wt_entry_projections_c0_enter1_projection0_aunroll_x|thei_llvm_fpga_sfc_exit_s_c0_out_wt_entry_projections_c0_exit_projection1_aunroll_x|thei_llvm_fpga_sfc_exit_s_c0_out_wt_entry_projections_c0_exit_projection1                                                                                                                                                                                                                                                                                                 ; 23    ; 16             ; 0            ; 16             ; 20     ; 16              ; 16            ; 16              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c0_in_wt_entry_projections_c0_enter1_projection0_aunroll_x|thei_llvm_fpga_sfc_exit_s_c0_out_wt_entry_projections_c0_exit_projection1_aunroll_x                                                                                                                                                                                                                                                                                                                                                                           ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c0_in_wt_entry_projections_c0_enter1_projection0_aunroll_x|thei_sfc_logic_s_c0_in_wt_entry_projections_c0_enter1_projection0_aunroll_x|thei_llvm_fpga_push_i1_notexitcond_projection2|thei_llvm_fpga_push_i1_notexitcond_projection1|acl_reset_handler_inst                                                                                                                                                                                                                                                              ; 2     ; 1              ; 1            ; 1              ; 3      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c0_in_wt_entry_projections_c0_enter1_projection0_aunroll_x|thei_sfc_logic_s_c0_in_wt_entry_projections_c0_enter1_projection0_aunroll_x|thei_llvm_fpga_push_i1_notexitcond_projection2|thei_llvm_fpga_push_i1_notexitcond_projection1                                                                                                                                                                                                                                                                                     ; 8     ; 2              ; 0            ; 2              ; 5      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c0_in_wt_entry_projections_c0_enter1_projection0_aunroll_x|thei_sfc_logic_s_c0_in_wt_entry_projections_c0_enter1_projection0_aunroll_x|thei_llvm_fpga_push_i1_notexitcond_projection2                                                                                                                                                                                                                                                                                                                                    ; 6     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c0_in_wt_entry_projections_c0_enter1_projection0_aunroll_x|thei_sfc_logic_s_c0_in_wt_entry_projections_c0_enter1_projection0_aunroll_x|thei_llvm_fpga_pipeline_keep_going_projection1|thepassthru                                                                                                                                                                                                                                                                                                                        ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c0_in_wt_entry_projections_c0_enter1_projection0_aunroll_x|thei_sfc_logic_s_c0_in_wt_entry_projections_c0_enter1_projection0_aunroll_x|thei_llvm_fpga_pipeline_keep_going_projection1|thei_llvm_fpga_pipeline_keep_going_projection1|asr|acl_reset_handler_inst                                                                                                                                                                                                                                                          ; 2     ; 1              ; 1            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c0_in_wt_entry_projections_c0_enter1_projection0_aunroll_x|thei_sfc_logic_s_c0_in_wt_entry_projections_c0_enter1_projection0_aunroll_x|thei_llvm_fpga_pipeline_keep_going_projection1|thei_llvm_fpga_pipeline_keep_going_projection1|asr                                                                                                                                                                                                                                                                                 ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c0_in_wt_entry_projections_c0_enter1_projection0_aunroll_x|thei_sfc_logic_s_c0_in_wt_entry_projections_c0_enter1_projection0_aunroll_x|thei_llvm_fpga_pipeline_keep_going_projection1|thei_llvm_fpga_pipeline_keep_going_projection1                                                                                                                                                                                                                                                                                     ; 10    ; 2              ; 3            ; 2              ; 7      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c0_in_wt_entry_projections_c0_enter1_projection0_aunroll_x|thei_sfc_logic_s_c0_in_wt_entry_projections_c0_enter1_projection0_aunroll_x|thei_llvm_fpga_pipeline_keep_going_projection1                                                                                                                                                                                                                                                                                                                                    ; 10    ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c0_in_wt_entry_projections_c0_enter1_projection0_aunroll_x|thei_sfc_logic_s_c0_in_wt_entry_projections_c0_enter1_projection0_aunroll_x                                                                                                                                                                                                                                                                                                                                                                                   ; 5     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|streamer_0|streamer_internal_inst|streamer_internal|theprojection_function|thebb_projection_B1_start|thebb_projection_B1_start_stall_region|thei_sfc_s_c0_in_wt_entry_projections_c0_enter1_projection0_aunroll_x                                                                                                                                                                                                                                                                                                                                                                                                                                                               ; 6     ; 0              ; 1            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
